Alias,sustainability_test,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
Company153,Netherlands,Finance,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company154,Czech Republic,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company155,Luxembourg,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company156,Denmark,Healthcare,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company157,Croatia,Retail,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company158,Cyprus,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company159,Finland,Automotive,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company160,Lithuania,Automotive,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company161,Cyprus,Automotive,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company162,Netherlands,Consumer goods,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company163,Portugal,Retail,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company164,Slovakia,Energy,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company165,Slovenia,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company166,Slovenia,Technology,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company167,Portugal,Retail,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company168,Cyprus,Finance,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company169,Hungary,Consumer goods,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company170,Spain,Technology,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company171,Italy,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company172,Slovakia,Energy,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company173,Lithuania,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company174,Italy,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company175,Greece,Consumer goods,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company176,Slovenia,Retail,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company177,Luxembourg,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company178,France,Healthcare,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company179,France,Finance,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company180,Slovakia,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company181,Ireland,Retail,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company182,Slovakia,Retail,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company183,Denmark,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company184,Belgium,Healthcare,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company185,Malta,Finance,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company186,Estonia,Energy,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company187,Finland,Technology,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company188,Latvia,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company189,Czech Republic,Energy,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company190,Lithuania,Technology,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company191,Austria,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company192,Netherlands,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company193,Finland,Retail,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company194,Finland,Automotive,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company195,Malta,Energy,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company196,Poland,Consumer goods,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company197,France,Technology,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company198,Bulgaria,Energy,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company199,Poland,Consumer goods,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company200,Denmark,Retail,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We use key performance indicators (KPIs) to track the financial performance of our business
Company201,Greece,Automotive,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company202,Luxembourg,Automotive,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company203,Belgium,Energy,We have not yet taken any steps to reduce our carbon footprint,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company204,Malta,Retail,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company205,Sweden,Consumer goods,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We work with local organizations and charities to support community initiatives,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We regularly conduct economic impact assessments of our operations
Company206,Denmark,Healthcare,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company207,Sweden,Healthcare,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company208,Croatia,Technology,We have implemented energy-efficient practices and equipment,We have implemented a recycling program for our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company209,Poland,Retail,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We use key performance indicators (KPIs) to track the financial performance of our business
Company210,Slovenia,Retail,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company211,Bulgaria,Finance,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company212,Netherlands,Energy,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We do not have any waste management measures in place,We have a code of conduct that outlines our social responsibilities,We provide job opportunities for members of the local community,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company213,Luxembourg,Healthcare,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We do not currently have any measures in place for promoting diversity and inclusion,We have diversified our revenue streams to reduce our dependence on a single source of income,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company214,Portugal,Consumer goods,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We do not have any waste management measures in place,We do not have any measures in place for ensuring social responsibility,We provide job opportunities for members of the local community,We have implemented policies to ensure diversity and inclusion in our hiring practices,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company215,Italy,Finance,We are currently working on developing renewable energy sources,We use sustainable materials in our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We source materials and services from local businesses,We use key performance indicators (KPIs) to track the financial performance of our business
Company216,Slovenia,Retail,We have not yet taken any steps to reduce our carbon footprint,We have implemented a recycling program for our products,We have implemented a waste reduction program,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company217,Portugal,Finance,We are currently working on developing renewable energy sources,We have implemented a recycling program for our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We do not currently support the local economy in any way,We do not currently measure the economic impact of our operations
Company218,Lithuania,Finance,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We do not have any measures in place for ensuring social responsibility,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We do not have any measures in place for ensuring economic sustainability,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company219,Estonia,Consumer goods,We have implemented energy-efficient practices and equipment,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We regularly conduct economic impact assessments of our operations
Company220,Belgium,Healthcare,We have implemented energy-efficient practices and equipment,We use sustainable materials in our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We do not currently measure the economic impact of our operations
Company221,Latvia,Technology,We have not yet taken any steps to reduce our carbon footprint,We use sustainable materials in our products,We have implemented a waste reduction program,We have implemented policies to ensure fair treatment of our employees and stakeholders,We do not currently support the local community in any way,We have implemented policies to ensure diversity and inclusion in our hiring practices,We do not have any measures in place for ensuring economic sustainability,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
Company222,Germany,Technology,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We have implemented a waste reduction program,We have a code of conduct that outlines our social responsibilities,We do not currently support the local community in any way,We do not currently have any measures in place for promoting diversity and inclusion,We have implemented measures to reduce our operating costs,We provide job opportunities for members of the local community,We regularly conduct economic impact assessments of our operations
Company223,Netherlands,Finance,We are currently working on developing renewable energy sources,We do not currently have any measures in place for ensuring environmental sustainability of our products,We work with third-party companies to recycle our waste,We have a code of conduct that outlines our social responsibilities,We work with local organizations and charities to support community initiatives,We provide diversity and inclusion training for our employees,We have diversified our revenue streams to reduce our dependence on a single source of income,We source materials and services from local businesses,We do not currently measure the economic impact of our operations
